c_accountid,d_observation_date,c_entity, n_account_balance ,d_acq_date,n_active_num,n_tel_notel,d_last_payment_date,n_pay_30,n_pay_60,n_pay_90,n_pay_180,n_pay_count_30,n_pay_count_60,n_pay_count_90,n_pay_count_180,c_type_of_portfolio_rap,d_last_sms_date,n_sms_count,d_rpc_date,n_deceased,n_bancrupcy_failed_lawsuits_etc,d_lawsuit_date,d_payment_order_date,d_title_day,d_execution_date,d_unsuccesfull_exe_date,d_maturity_date,n_in_dialler_obs_day,n_arrangement_active,d_inactivation_date,d_last_broken_date,c_subregion,gender,age,d_last_inbound_date,Target_Amount,Target
3910074,01/01/2022,Entity 4," 37,015.61 ",19/12/2017,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,14/04/2019,25/10/2019,21/02/2020,21/02/2020,,02/02/2015,1,0,,,NULL,M,33,,0,0
3910103,01/01/2022,Entity 4," 4,151.18 ",19/12/2017,3,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,14/04/2019,,,,,09/06/2015,1,0,,,NULL,K,43,,0,0
3910161,01/01/2022,Entity 4," 39,658.26 ",19/12/2017,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,31/12/2017,19/01/2018,12/03/2018,12/03/2018,23/08/2020,28/06/2015,1,0,,,NULL,M,36,,0,0
3912574,01/01/2022,Entity 4," 11,049.72 ",19/12/2017,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,16/03/2018,29/04/2018,12/06/2018,12/06/2018,14/06/2019,20/01/2017,1,0,,,NULL,M,27,,0,0
3912622,01/01/2022,Entity 4," 47,409.70 ",19/12/2017,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,31/12/2017,13/01/2018,12/03/2018,12/03/2018,25/08/2020,28/07/2015,1,0,,,NULL,M,35,,0,0
3912713,01/01/2022,Entity 4," 11,101.73 ",19/12/2017,2,1,26/11/2021,0,500,1000,2000,0,1,2,4,banking,27/12/2021,3,,0,0,31/12/2017,16/01/2018,18/03/2018,18/03/2018,,23/10/2015,1,1,30/08/2021,30/08/2021,NULL,K,36,,1500,1
3912719,01/01/2022,Entity 4," 34,417.65 ",19/12/2017,4,1,15/10/2021,0,0,350,1000,0,0,1,3,banking,,0,,0,0,31/12/2017,,,,,19/03/2013,1,0,08/03/2021,20/07/2021,NULL,K,42,,1000,1
3952099,01/01/2022,Entity 4," 18,190.34 ",04/03/2018,3,1,26/11/2021,0,100,100,300,0,1,1,3,banking,,0,,0,0,14/04/2019,,,,,28/07/2012,1,0,09/11/2020,17/02/2021,NULL,K,42,,100,1
3952113,01/01/2022,Entity 4," 2,039.75 ",04/03/2018,2,1,10/09/2021,0,0,0,220,0,0,0,1,banking,,0,,0,0,30/03/2018,07/04/2018,21/05/2018,21/05/2018,,06/12/2016,1,0,,22/10/2021,NULL,K,68,,22,1
3952121,01/01/2022,Entity 4," 8,790.24 ",04/03/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,17/11/2019,23/12/2019,14/02/2020,14/02/2020,11/12/2020,06/12/2016,1,0,,,NULL,M,33,,0,0
3996423,01/01/2022,Entity 21, 724.56 ,01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,03/08/2018,24/08/2018,10/11/2018,19/11/2018,,07/07/2016,1,0,,,Subregion_55,K,24,,0,0
3988237,01/01/2022,Entity 29, 796.30 ,06/06/2017,2,1,,0,0,0,0,0,0,0,0,utilities,10/12/2021,1,,0,0,22/09/2017,26/09/2017,03/11/2017,07/11/2017,,01/04/2016,1,0,,,Subregion_48,K,31,,0,0
3989964,01/01/2022,Entity 29, 746.70 ,06/06/2017,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,24/09/2017,04/10/2017,02/12/2017,09/04/2021,27/04/2019,18/04/2016,1,0,,,Subregion_65,K,29,,0,0
3989998,01/01/2022,Entity 29, 712.00 ,06/06/2017,2,1,,0,0,0,0,0,0,0,0,utilities,10/12/2021,1,,0,0,24/09/2017,18/11/2017,24/01/2018,02/03/2021,18/03/2019,01/08/2014,1,0,,,Subregion_60,K,29,,0,0
3990174,01/01/2022,Entity 29, 837.69 ,06/06/2017,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,29/05/2018,12/10/2018,02/03/2019,16/07/2019,,24/01/2014,1,0,,,Subregion_42,M,41,,0,0
3990188,01/01/2022,Entity 29, 868.99 ,06/06/2017,2,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,01/06/2018,14/09/2018,27/01/2019,21/07/2019,,15/06/2014,1,0,,,Subregion_30,M,44,,0,0
3991346,01/01/2022,Entity 21, 407.26 ,01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,31/07/2018,03/09/2018,12/11/2018,19/11/2018,07/12/2019,17/12/2016,1,0,,,Subregion_21,K,37,,0,0
4002203,01/01/2022,Entity 33," 342,964.73 ",28/03/2016,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,09/08/2016,17/09/2016,27/03/2021,08/12/2015,1,0,,,Subregion_62,M,67,,0,0
4004285,01/01/2022,Entity 23," 30,901.13 ",06/10/2013,2,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,6,,0,0,16/08/2014,17/10/2014,08/12/2014,16/12/2014,11/04/2020,15/08/2011,1,0,,,Subregion_56,K,36,,0,0
4004457,01/01/2022,Entity 23," 4,676.63 ",06/10/2013,3,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,14/07/2014,26/10/2014,03/01/2015,17/02/2017,30/12/2018,14/07/2010,1,0,,,Subregion_20,M,37,,100,1
4009075,01/01/2022,Entity 23," 19,534.30 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,,,,06/04/2010,1,0,,,Subregion_66,K,39,,0,0
4009102,01/01/2022,Entity 23," 16,740.85 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,13/04/2014,28/04/2014,22/07/2014,31/07/2018,03/10/2017,,1,0,,,NULL,M,63,,0,0
4009128,01/01/2022,Entity 23," 10,704.07 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,16/05/2017,16/05/2017,19/05/2017,27/07/2018,03/09/2002,1,0,,,Subregion_48,K,58,,0,0
4009146,01/01/2022,Entity 23," 22,477.39 ",06/10/2013,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,16/05/2017,,,,06/04/2010,1,0,,,Subregion_41,M,65,,600,1
4009149,01/01/2022,Entity 23," 3,757.72 ",06/10/2013,2,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,7,,0,0,16/09/2014,16/05/2017,16/05/2017,,,18/01/2011,1,0,,,Subregion_37,M,30,,0,0
4009162,01/01/2022,Entity 23," 30,468.66 ",06/10/2013,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,12/07/2014,01/09/2014,09/11/2014,11/02/2018,23/06/2018,14/09/2009,1,0,,,Subregion_14,M,50,,0,0
3991746,01/01/2022,Entity 21, 953.06 ,01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,27/12/2021,6,,0,0,03/08/2018,16/09/2018,30/10/2018,02/11/2018,23/06/2019,20/11/2016,1,0,,,Subregion_3,M,38,,0,0
3993545,01/01/2022,Entity 21, 519.24 ,01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,03/08/2018,03/09/2018,07/12/2018,09/12/2018,07/12/2019,01/05/2016,1,0,,,Subregion_61,K,27,,0,0
3993627,01/01/2022,Entity 21, 459.96 ,01/07/2018,2,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,03/08/2018,17/09/2018,02/11/2018,04/11/2018,,27/09/2016,1,0,,,Subregion_56,K,26,,0,0
3996867,01/01/2022,Entity 21," 1,222.05 ",01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,03/08/2018,11/09/2018,13/11/2018,19/11/2018,23/11/2020,10/09/2016,1,0,,,Subregion_16,K,31,,0,0
3998050,01/01/2022,Entity 21, 482.43 ,01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,27/07/2019,08/09/2019,05/11/2019,08/11/2019,,26/11/2016,1,0,,,Subregion_58,K,40,,0,0
4003934,01/01/2022,Entity 23," 10,524.55 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,,,,18/04/2011,1,0,,,Subregion_65,M,42,,0,0
3991451,01/01/2022,Entity 21," 1,046.49 ",01/07/2018,2,1,,0,0,0,0,0,0,0,0,utilities,10/12/2021,1,,0,0,03/08/2018,31/08/2018,22/01/2019,15/07/2019,,11/11/2016,1,0,,01/10/2021,Subregion_50,M,27,,0,0
3998753,01/01/2022,Entity 21," 1,117.41 ",01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,03/08/2018,30/09/2018,21/12/2018,28/12/2018,10/05/2020,02/04/2017,1,0,,,Subregion_28,K,23,,0,0
3998888,01/01/2022,Entity 21, 351.46 ,01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,31/07/2018,03/09/2018,03/12/2018,09/12/2018,04/12/2019,13/06/2016,1,0,,,Subregion_63,K,32,,0,0
4003425,01/01/2022,Entity 34," 1,498.95 ",23/07/2016,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,06/02/2017,19/10/2021,20/07/2018,,1,0,,,Subregion_34,M,43,,100,1
4005350,01/01/2022,Entity 23," 28,797.90 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,05/12/2014,28/02/2015,,,,30/11/2002,1,0,,,Subregion_30,K,53,,0,0
4005382,01/01/2022,Entity 23," 19,695.67 ",06/10/2013,3,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,11/07/2014,28/09/2014,20/11/2014,22/11/2014,22/06/2018,14/07/2001,1,0,,,Subregion_6,M,44,,0,0
4005394,01/01/2022,Entity 23," 17,057.07 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,12/07/2014,14/12/2014,18/02/2015,15/10/2018,31/12/2017,11/07/2004,1,0,,17/10/2021,Subregion_44,M,44,,0,0
3993069,01/01/2022,Entity 21, 920.33 ,01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,03/08/2018,04/09/2018,29/10/2018,02/11/2018,,05/01/2017,1,0,,,Subregion_50,K,23,,0,0
3993122,01/01/2022,Entity 21, 584.85 ,01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,03/08/2018,01/10/2018,30/11/2018,02/12/2018,07/12/2019,15/04/2017,1,0,,,NULL,K,31,,0,0
3993128,01/01/2022,Entity 21, 639.51 ,01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,03/08/2018,12/08/2018,28/10/2018,08/08/2020,28/06/2019,16/10/2016,1,0,,,Subregion_5,K,27,,0,0
3996691,01/01/2022,Entity 21, 987.61 ,01/07/2018,2,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,03/08/2018,18/09/2018,15/12/2018,21/12/2018,,11/02/2017,1,0,,,Subregion_63,K,26,,0,0
3998520,01/01/2022,Entity 21, 392.55 ,01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,31/07/2018,21/08/2018,19/10/2018,23/10/2018,25/06/2019,18/12/2016,1,0,,,NULL,K,47,,0,0
3998527,01/01/2022,Entity 21, 402.85 ,01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,28/11/2021,0,0,01/08/2018,04/09/2018,08/10/2019,26/10/2019,,24/03/2017,1,0,,,NULL,K,46,,204,1
4001124,01/01/2022,Entity 61," 1,521.05 ",17/12/2013,3,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,18/04/2015,19/07/2015,28/12/2018,06/03/2016,07/08/2005,1,0,,,Subregion_41,M,35,,0,0
4001193,01/01/2022,Entity 61," 2,849.64 ",17/12/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,06/02/2017,,,,27/06/2004,1,0,,,Subregion_44,K,54,,0,0
4002619,01/01/2022,Entity 34," 36,595.93 ",23/07/2016,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,,,,,1,0,,,Subregion_56,K,60,,0,0
4002637,01/01/2022,Entity 34," 6,197.45 ",23/07/2016,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,,,,23/10/2011,1,0,,,Subregion_9,M,36,,0,0
4010743,01/01/2022,Entity 23," 15,001.69 ",06/10/2013,6,1,,0,0,0,0,0,0,0,0,banking,10/12/2021,3,,0,0,17/05/2014,30/05/2014,20/08/2014,26/08/2014,21/03/2021,01/03/2010,1,0,,,Subregion_10,K,55,,0,0
4013239,01/01/2022,Entity 23, 975.45 ,06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,10/12/2021,1,,0,0,14/07/2014,25/11/2014,18/01/2015,17/02/2017,21/06/2016,15/06/2010,1,0,,,Subregion_63,M,59,,0,0
4013648,01/01/2022,Entity 23," 3,798.88 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,07/07/2014,06/09/2014,08/11/2014,24/04/2018,03/10/2017,18/06/2007,1,0,,,Subregion_64,K,40,,0,0
4008672,01/01/2022,Entity 23," 28,411.31 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,17/05/2014,28/07/2014,03/11/2014,14/04/2018,06/03/2016,09/10/2010,1,0,,,Subregion_26,M,54,,0,0
4011041,01/01/2022,Entity 23," 8,199.43 ",06/10/2013,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,13/04/2014,03/06/2014,25/08/2014,23/02/2018,03/10/2017,,1,0,,,Subregion_60,M,38,,0,0
4014336,01/01/2022,Entity 23," 4,012.78 ",06/10/2013,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,25/08/2014,06/09/2014,27/10/2014,17/02/2017,31/08/2015,01/03/2011,1,0,,,Subregion_11,M,30,,0,0
4015671,01/01/2022,Entity 23," 7,374.96 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,08/06/2014,23/12/2014,14/03/2015,13/07/2020,16/05/2021,07/10/2003,1,0,,,Subregion_42,M,45,,0,0
4015693,01/01/2022,Entity 23," 9,544.51 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,,,,07/03/2011,1,0,,,Subregion_46,K,51,,0,0
4015707,01/01/2022,Entity 23," 18,889.47 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,,,,30/05/2010,1,0,,,Subregion_11,K,34,,0,0
4015790,01/01/2022,Entity 23," 26,841.79 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,6,,0,0,05/12/2014,03/03/2015,01/06/2015,28/02/2021,25/06/2019,10/03/2007,1,0,22/06/2021,22/06/2021,NULL,N,-9999,,0,0
4019956,01/01/2022,Entity 22," 4,073.46 ",06/04/2014,1,1,23/10/2021,0,0,300,900,0,0,1,3,banking,28/12/2021,3,,0,0,17/11/2014,17/02/2015,10/10/2015,06/12/2015,,06/04/2014,1,1,,,Subregion_7,K,41,,1200,1
4020005,01/01/2022,Entity 22," 43,328.43 ",06/04/2014,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,01/09/2014,21/10/2014,30/12/2014,24/04/2018,13/12/2016,06/04/2014,1,0,,,Subregion_40,M,57,,0,0
4020094,01/01/2022,Entity 22," 19,186.87 ",06/04/2014,4,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,15/07/2014,29/09/2014,01/02/2015,14/03/2015,22/06/2018,06/04/2014,1,0,,,Subregion_46,K,56,,0,0
4020119,01/01/2022,Entity 22," 8,538.70 ",06/04/2014,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,01/09/2014,05/11/2014,05/01/2015,14/03/2015,,06/04/2014,1,0,,,Subregion_50,M,43,,0,0
4020131,01/01/2022,Entity 22," 21,476.34 ",06/04/2014,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,17/11/2014,03/01/2015,24/03/2015,17/02/2017,08/02/2019,06/04/2014,1,0,,,Subregion_8,M,54,,0,0
4020135,01/01/2022,Entity 22," 16,965.09 ",06/04/2014,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,01/09/2014,20/10/2014,20/12/2014,24/04/2018,31/12/2018,06/04/2014,1,0,,,Subregion_42,M,53,,0,0
4011771,01/01/2022,Entity 23, 547.89 ,06/10/2013,3,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,5,,0,0,,26/08/2014,,,,24/08/2003,1,0,,,Subregion_57,K,69,,0,0
4011804,01/01/2022,Entity 23," 1,610.70 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,10/12/2021,3,,0,0,15/04/2014,06/07/2014,06/04/2015,18/07/2015,,06/02/2009,1,0,,,Subregion_15,K,44,,0,0
4011882,01/01/2022,Entity 23," 1,685.42 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,20/06/2014,31/08/2014,25/10/2014,24/04/2018,03/10/2017,26/11/2010,1,0,,,Subregion_24,K,61,,0,0
4012013,01/01/2022,Entity 23," 1,391.80 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,20/04/2014,20/06/2014,13/09/2014,26/04/2016,29/06/2015,04/02/2011,1,0,,,Subregion_43,M,29,,0,0
4012171,01/01/2022,Entity 23," 11,323.97 ",06/10/2013,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,29/04/2014,10/06/2014,24/09/2014,17/02/2017,16/11/2015,10/07/2005,1,0,,,Subregion_10,K,44,,0,0
4012276,01/01/2022,Entity 23," 2,184.39 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,29/06/2014,16/09/2014,07/03/2015,11/02/2018,23/06/2018,29/11/2010,1,0,,,Subregion_2,M,31,,0,0
4016536,01/01/2022,Entity 30," 6,382.36 ",28/08/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,07/09/2019,22/12/2019,06/04/2021,10/04/2021,,15/08/2017,1,0,,,Subregion_28,K,36,05/11/2021,0,0
4017167,01/01/2022,Entity 30," 28,646.14 ",28/08/2018,2,1,12/11/2021,0,100,100,100,0,1,1,1,banking,28/12/2021,6,,0,0,13/11/2018,24/11/2018,26/01/2019,09/03/2019,10/05/2020,14/07/2017,1,0,,,Subregion_29,K,31,,200,1
4017202,01/01/2022,Entity 30, 987.96 ,28/08/2018,1,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,8,,0,0,13/11/2018,01/12/2018,21/01/2019,09/03/2019,,13/08/2016,1,0,12/06/2021,07/07/2021,Subregion_30,K,40,,100,1
4019694,01/01/2022,Entity 22," 25,103.31 ",06/04/2014,3,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,01/09/2014,17/11/2014,27/01/2015,28/02/2015,30/06/2018,06/04/2014,1,0,,,Subregion_5,K,73,,0,0
4019903,01/01/2022,Entity 22," 5,536.60 ",06/04/2014,1,1,30/10/2021,0,0,500,2000,0,0,1,4,banking,,0,,0,0,17/11/2014,23/12/2014,19/04/2015,24/04/2018,07/08/2016,06/04/2014,1,0,13/06/2021,04/12/2021,Subregion_11,M,64,,1500,1
4005096,01/01/2022,Entity 23," 9,764.13 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,14/07/2014,22/09/2014,25/11/2014,23/02/2018,03/10/2017,26/01/2001,1,0,,,Subregion_62,M,63,,0,0
4007165,01/01/2022,Entity 23," 5,039.21 ",06/10/2013,2,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,2,,0,0,,26/09/2015,21/11/2015,,,08/03/2004,1,0,,,Subregion_49,M,53,,3800,1
4009858,01/01/2022,Entity 23," 24,736.26 ",06/10/2013,4,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,14/07/2014,30/09/2014,,,,02/12/2002,1,0,,,Subregion_28,M,41,,0,0
4011253,01/01/2022,Entity 23," 6,441.16 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,13/04/2014,30/05/2014,03/08/2014,04/08/2014,25/06/2019,,1,0,,,Subregion_56,M,63,,0,0
4011317,01/01/2022,Entity 23," 8,979.00 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,15/04/2014,03/06/2014,07/09/2014,09/09/2014,22/06/2018,05/03/2007,1,0,,,Subregion_4,M,50,,0,0
4011364,01/01/2022,Entity 23," 5,469.29 ",06/10/2013,3,1,,0,0,0,0,0,0,0,0,banking,10/12/2021,1,,0,0,20/05/2014,30/06/2014,24/09/2014,09/09/2016,03/10/2017,23/09/2007,1,0,,,NULL,M,41,,250,1
4011379,01/01/2022,Entity 23," 1,246.41 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,01/03/2015,25/04/2015,27/06/2015,16/04/2018,31/12/2016,18/12/2010,1,0,,,Subregion_12,M,40,,0,0
4022173,01/01/2022,Entity 22," 22,124.43 ",06/04/2014,2,1,17/10/2021,0,0,50,150,0,0,1,3,banking,28/12/2021,3,28/12/2021,0,0,13/10/2014,10/01/2015,01/03/2015,18/07/2017,26/07/2015,06/04/2014,1,1,,,Subregion_25,K,64,,50,1
4023594,01/01/2022,Entity 22," 2,129.37 ",06/04/2014,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,19/07/2014,13/09/2014,01/11/2014,26/04/2016,29/06/2015,06/04/2014,1,0,,,Subregion_14,K,60,,0,0
4023660,01/01/2022,Entity 22," 2,567.96 ",06/04/2014,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,31/01/2015,10/04/2015,23/10/2015,29/01/2018,07/08/2016,06/04/2014,1,0,,,Subregion_58,M,41,,0,0
4023670,01/01/2022,Entity 22," 2,173.79 ",06/04/2014,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,19/07/2014,03/10/2014,14/12/2014,11/02/2018,23/06/2018,06/04/2014,1,0,,,NULL,N,-9999,,0,0
4023727,01/01/2022,Entity 22, 987.67 ,06/04/2014,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,20/07/2014,10/09/2014,17/11/2014,09/10/2015,22/09/2018,06/04/2014,1,0,,,Subregion_14,M,43,,0,0
4023773,01/01/2022,Entity 22," 4,569.53 ",06/04/2014,3,1,,0,0,0,0,0,0,0,0,banking,10/12/2021,2,,0,0,19/07/2014,09/08/2014,26/11/2014,24/04/2018,13/12/2016,06/04/2014,1,0,,,Subregion_62,M,41,,0,0
4004788,01/01/2022,Entity 23," 22,250.31 ",06/10/2013,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,16/05/2017,16/05/2017,,,21/05/2011,1,0,,,NULL,M,56,,0,0
4010248,01/01/2022,Entity 23," 10,868.13 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,17/12/2021,1,,0,0,11/07/2014,25/08/2014,03/10/2014,28/08/2016,31/12/2016,14/09/2010,1,0,12/06/2021,29/06/2021,Subregion_49,K,56,,50,1
4010289,01/01/2022,Entity 23," 6,740.56 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,10/12/2021,3,,0,0,12/07/2014,27/10/2014,13/12/2014,13/03/2021,19/08/2019,27/02/2011,1,0,,,Subregion_66,M,58,,0,0
4010482,01/01/2022,Entity 23," 3,921.17 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,08/07/2014,17/08/2014,12/10/2014,16/11/2018,11/04/2015,22/04/2003,1,0,,,Subregion_51,K,76,,0,0
4006230,01/01/2022,Entity 23," 10,306.82 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,10/11/2014,22/12/2014,25/02/2015,09/09/2016,06/03/2016,06/02/2011,1,0,,,Subregion_3,K,36,,0,0
4006279,01/01/2022,Entity 23," 14,628.71 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,29/04/2014,17/05/2014,08/07/2014,11/02/2018,23/06/2018,,1,0,,,Subregion_53,K,60,,0,0
4007595,01/01/2022,Entity 23," 13,025.66 ",06/10/2013,3,1,17/08/2021,0,0,0,200,0,0,0,1,banking,28/12/2021,7,14/11/2021,0,0,12/07/2014,15/09/2014,24/11/2014,05/12/2014,04/01/2019,06/01/2009,1,0,30/10/2021,09/11/2021,Subregion_63,M,52,,50,1
4011157,01/01/2022,Entity 23," 15,913.52 ",06/10/2013,3,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,11/07/2014,01/11/2014,20/12/2014,09/09/2016,03/10/2017,31/01/2004,1,0,,,Subregion_24,K,49,,0,0
4011197,01/01/2022,Entity 23," 7,946.49 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,16/05/2017,16/05/2017,19/05/2017,27/07/2018,09/01/2012,1,0,,,Subregion_37,M,28,,0,0
4013099,01/01/2022,Entity 23," 12,558.91 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,12/07/2014,15/09/2014,05/11/2014,03/08/2018,31/12/2018,24/10/2009,1,0,,,Subregion_3,M,64,,0,0
4014193,01/01/2022,Entity 23," 4,219.25 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,16/08/2014,05/04/2015,17/05/2015,30/05/2015,07/08/2016,28/03/2003,1,0,,,Subregion_10,K,64,,150,1
4014260,01/01/2022,Entity 23," 4,794.25 ",06/10/2013,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,08/07/2014,01/10/2014,02/12/2014,22/12/2020,28/06/2019,05/02/2007,1,0,,,Subregion_30,M,53,,0,0
4009319,01/01/2022,Entity 23," 9,746.97 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,17/05/2014,18/06/2014,11/08/2014,20/10/2015,10/08/2015,14/10/2011,1,0,,,Subregion_26,M,51,,600,1
4009384,01/01/2022,Entity 23," 9,849.10 ",06/10/2013,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,11/07/2014,26/10/2014,15/12/2014,21/12/2014,22/06/2018,10/09/2011,1,0,,,Subregion_25,K,37,,0,0
4009444,01/01/2022,Entity 23," 11,817.36 ",06/10/2013,3,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,5,,0,0,17/05/2014,28/06/2014,13/09/2014,31/03/2015,29/10/2018,07/05/2010,1,0,,,Subregion_28,M,65,,0,0
4010154,01/01/2022,Entity 23," 2,467.65 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,5,,0,0,04/02/2014,07/03/2014,11/05/2014,20/10/2015,13/12/2016,29/07/2007,1,0,,,Subregion_63,M,51,,0,0
4017328,01/01/2022,Entity 30," 21,589.74 ",28/08/2018,6,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,07/04/2019,15/04/2019,04/01/2021,24/05/2015,1,0,,,Subregion_35,K,44,,0,0
4017476,01/01/2022,Entity 30," 47,113.58 ",28/08/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,13/11/2018,,,,,31/07/2016,1,0,,,Subregion_39,M,38,,0,0
4017533,01/01/2022,Entity 30," 4,863.39 ",28/08/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,13/11/2018,03/12/2018,15/01/2019,21/01/2019,10/05/2020,29/10/2017,1,0,,,Subregion_26,M,56,,0,0
